phish_id,url,phish_detail_url,submission_time,verified,verification_time,online,target
6817979,https://confirm-payee-ref8920.com/,http://www.phishtank.com/phish_detail.php?phish_id=6817979,2020-10-22T09:59:48+00:00,yes,2020-10-22T10:03:30+00:00,yes,"HSBC Group"
6817977,http://checkmypayees-online.com/,http://www.phishtank.com/phish_detail.php?phish_id=6817977,2020-10-22T09:59:01+00:00,yes,2020-10-22T10:03:30+00:00,yes,"Lloyds Bank"
6817971,https://request-payee.net/,http://www.phishtank.com/phish_detail.php?phish_id=6817971,2020-10-22T09:54:03+00:00,yes,2020-10-22T09:57:34+00:00,yes,Halifax
6817972,https://request-payee.net/Login.php,http://www.phishtank.com/phish_detail.php?phish_id=6817972,2020-10-22T09:54:03+00:00,yes,2020-10-22T09:57:34+00:00,yes,Halifax
6817970,https://payeenot-requested.net/Login.php,http://www.phishtank.com/phish_detail.php?phish_id=6817970,2020-10-22T09:53:05+00:00,yes,2020-10-22T09:57:34+00:00,yes,Halifax
6817969,https://payeenot-requested.net/,http://www.phishtank.com/phish_detail.php?phish_id=6817969,2020-10-22T09:53:04+00:00,yes,2020-10-22T09:57:34+00:00,yes,Halifax
6817966,http://Not-requestpaylogin.net/,http://www.phishtank.com/phish_detail.php?phish_id=6817966,2020-10-22T09:51:56+00:00,yes,2020-10-22T09:57:34+00:00,yes,Halifax
6817967,http://Not-requestpaylogin.net/Login.php,http://www.phishtank.com/phish_detail.php?phish_id=6817967,2020-10-22T09:51:56+00:00,yes,2020-10-22T09:57:34+00:00,yes,Halifax
6817960,https://mail.turkstore.net/vendor/magento/composer/src/sux/linkedin/,http://www.phishtank.com/phish_detail.php?phish_id=6817960,2020-10-22T09:51:06+00:00,yes,2020-10-22T09:56:49+00:00,yes,Other
6817946,http://www2.amczon.co.jp-c1ece12fdefe84f6552c8bcb2863694028ad2852.ph/,http://www.phishtank.com/phish_detail.php?phish_id=6817946,2020-10-22T09:27:29+00:00,yes,2020-10-22T09:29:41+00:00,yes,Other
6817943,https://fsdfsgj.yemdmtre.top/pc/index.php?openid.pape.max_auth_age=0&amp;openid.return_to=https%3A%2F%2Fwww.smbc.co.jp%2F%3Fref_%3Dnav_em_hd_re_signin&amp;openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&amp;openid.assoc_handle=jpflex&amp;openid.mode=checkid_setup&amp;key=a@b.c&amp;openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&amp;openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0&amp;&amp;ref_=nav_em_hd_clc_signinhttps://www.smbc.co.jp,http://www.phishtank.com/phish_detail.php?phish_id=6817943,2020-10-22T09:23:40+00:00,yes,2020-10-22T09:29:41+00:00,yes,Other
6817942,http://www2.amazon.c0.jp-c1ece12fdefe84f6552c8bcb2863694028ad2852.ph/,http://www.phishtank.com/phish_detail.php?phish_id=6817942,2020-10-22T09:22:48+00:00,yes,2020-10-22T09:24:34+00:00,yes,Other
6817941,http://vvvvvv.amczan.co.jp-f9da8c655156735eca64ad027e53b91a8bef6974.ph/,http://www.phishtank.com/phish_detail.php?phish_id=6817941,2020-10-22T09:21:18+00:00,yes,2020-10-22T09:23:49+00:00,yes,Other
6817939,http://www2.amozon.co.jp-a6c8d4845ab25e50f954ee4e9adf4b149c2b42ae.ph/,http://www.phishtank.com/phish_detail.php?phish_id=6817939,2020-10-22T09:19:38+00:00,yes,2020-10-22T09:23:49+00:00,yes,Other
6817938,http://wvvw.amczan.co.jp-f9da8c655156735eca64ad027e53b91a8bef6974.ph/,http://www.phishtank.com/phish_detail.php?phish_id=6817938,2020-10-22T09:18:08+00:00,yes,2020-10-22T09:23:49+00:00,yes,Other
6817937,http://vvvvvv.amazan.c0.jp-f9da8c655156735eca64ad027e53b91a8bef6974.ph/,http://www.phishtank.com/phish_detail.php?phish_id=6817937,2020-10-22T09:16:27+00:00,yes,2020-10-22T09:17:56+00:00,yes,Other
6817930,http://182.16.10.94/ap/signin?openid.pape.max_auth_age=0&amp;amp;openid.return_to=https%3A%2F%2Fwww.amazon.co.jp%2F%3Fref_%3Dnav_em_hd_re_signin&amp;amp;openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&amp;amp;openid.assoc_handle=jpflex&amp;amp;openid.mode=checkid_setup&amp;amp;key=a@b.c&amp;amp;openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&amp;amp;openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0&amp;amp;&amp;amp;ref_=nav_em_hd_clc_signin,http://www.phishtank.com/phish_detail.php?phish_id=6817930,2020-10-22T09:06:02+00:00,yes,2020-10-22T09:07:41+00:00,yes,Amazon.com
6817879,http://webadminn.moonfruit.com,http://www.phishtank.com/phish_detail.php?phish_id=6817879,2020-10-22T08:26:21+00:00,yes,2020-10-22T10:22:27+00:00,yes,Other
6817878,https://rakuueu.co.jp.rakuueu.xyz/jpindex.php,http://www.phishtank.com/phish_detail.php?phish_id=6817878,2020-10-22T08:26:03+00:00,yes,2020-10-22T08:28:17+00:00,yes,Other
6817877,http://wvvw.amczan.co.jp-c1ece12fdefe84f6552c8bcb2863694028ad2852.ph/,http://www.phishtank.com/phish_detail.php?phish_id=6817877,2020-10-22T08:19:23+00:00,yes,2020-10-22T08:22:26+00:00,yes,Other
6817870,https://joingrupkita-gratis.000webhostapp.com/login.php,http://www.phishtank.com/phish_detail.php?phish_id=6817870,2020-10-22T08:11:10+00:00,yes,2020-10-22T08:16:36+00:00,yes,Facebook
6817867,https://centrum24-web.login.polska.account.santanderssl.sfcbg.com/web/4fb548afe9beb2219d97fa65b19bed5b/centrum24-web/login.php,http://www.phishtank.com/phish_detail.php?phish_id=6817867,2020-10-22T08:08:20+00:00,yes,2020-10-22T08:11:30+00:00,yes,Other
6817866,https://www.solarmass.space/24pl/,http://www.phishtank.com/phish_detail.php?phish_id=6817866,2020-10-22T08:08:11+00:00,yes,2020-10-22T08:31:13+00:00,yes,Other
6817862,https://normativa-sicurezza-dati-gruppo.com/BPM/,http://www.phishtank.com/phish_detail.php?phish_id=6817862,2020-10-22T08:04:30+00:00,yes,2020-10-22T08:06:22+00:00,yes,Other
6817850,https://centrum24-web.login.polska.account.santanderssl.sfcbg.com/web/92a525f015917543685d8c2f5c0e0541/centrum24-web/passwordmobile.php,http://www.phishtank.com/phish_detail.php?phish_id=6817850,2020-10-22T07:39:29+00:00,yes,2020-10-22T07:43:47+00:00,yes,Other
6817849,https://centrum24-web.login.polska.account.santanderssl.sfcbg.com/web/605e44854c42fa2f6696091bc4246ef2/centrum24-web/login.php,http://www.phishtank.com/phish_detail.php?phish_id=6817849,2020-10-22T07:39:28+00:00,yes,2020-10-22T07:43:47+00:00,yes,Other
6817841,https://centrum24-web.login.polska.account.santanderssl.sfcbg.com/web/92a525f015917543685d8c2f5c0e0541/centrum24-web/passwordmobile.php?,http://www.phishtank.com/phish_detail.php?phish_id=6817841,2020-10-22T07:30:57+00:00,yes,2020-10-22T07:32:49+00:00,yes,Other
6817838,https://dkbservice-de.cloudaccess.host/wp-content/themes/css/q99550/00951124a.php?web=succes&local=_&id=6065384,http://www.phishtank.com/phish_detail.php?phish_id=6817838,2020-10-22T07:30:27+00:00,yes,2020-10-22T07:32:49+00:00,yes,Other
6817827,http://wvvw.amazan.co.jp-b8fd2329d8fe15239c560874ea31d34842e5104b.ph/,http://www.phishtank.com/phish_detail.php?phish_id=6817827,2020-10-22T07:23:13+00:00,yes,2020-10-22T07:27:00+00:00,yes,Other
6817826,http://wvvw.amazcn.co.jp-b8fd2329d8fe15239c560874ea31d34842e5104b.ph/,http://www.phishtank.com/phish_detail.php?phish_id=6817826,2020-10-22T07:21:33+00:00,yes,2020-10-22T07:27:00+00:00,yes,Other
6817823,http://wvvw.amozon.co.jp-b8fd2329d8fe15239c560874ea31d34842e5104b.ph/,http://www.phishtank.com/phish_detail.php?phish_id=6817823,2020-10-22T07:18:22+00:00,yes,2020-10-22T07:21:10+00:00,yes,Other
6817822,http://vvvvvv.amaz0n.c0.jp-a6c8d4845ab25e50f954ee4e9adf4b149c2b42ae.ph/,http://www.phishtank.com/phish_detail.php?phish_id=6817822,2020-10-22T07:16:42+00:00,yes,2020-10-22T07:21:10+00:00,yes,Other
6817820,http://wvvw.amczan.co.jp-b8fd2329d8fe15239c560874ea31d34842e5104b.ph/,http://www.phishtank.com/phish_detail.php?phish_id=6817820,2020-10-22T07:14:12+00:00,yes,2020-10-22T07:16:02+00:00,yes,Other
6817817,http://pia.com.qa/uc/.business/linkedin.com/linkedin.com/linkedin.com/linkedin/LinkedIn.html,http://www.phishtank.com/phish_detail.php?phish_id=6817817,2020-10-22T06:59:59+00:00,yes,2020-10-22T07:05:02+00:00,yes,Other
6817804,http://www.airtellotterywinners.com/,http://www.phishtank.com/phish_detail.php?phish_id=6817804,2020-10-22T06:29:12+00:00,yes,2020-10-22T07:16:46+00:00,yes,Other
6817799,https://www.gtodontotecnica.it/smbs/nedbank/mfsb.html,http://www.phishtank.com/phish_detail.php?phish_id=6817799,2020-10-22T06:26:46+00:00,yes,2020-10-22T06:31:59+00:00,yes,Other
6817789,https://pileofpencils.com/pplsecure/CLEAN-PrinceDuscam/PrinceDuscam/app/signin,http://www.phishtank.com/phish_detail.php?phish_id=6817789,2020-10-22T06:14:52+00:00,yes,2020-10-22T06:20:59+00:00,yes,PayPal
6817775,http://srv90174.ht-test.ru/crypt/crypt/,http://www.phishtank.com/phish_detail.php?phish_id=6817775,2020-10-22T06:09:39+00:00,yes,2020-10-22T06:15:08+00:00,yes,Other
6817771,http://srv90174.ht-test.ru/crypt/crypt/index.html?email=USER@DOMAIN.ch,http://www.phishtank.com/phish_detail.php?phish_id=6817771,2020-10-22T05:52:07+00:00,yes,2020-10-22T05:53:52+00:00,yes,Other
6817768,https://amazon-c.top/amazon/login/login.php,http://www.phishtank.com/phish_detail.php?phish_id=6817768,2020-10-22T05:46:51+00:00,yes,2020-10-22T05:47:59+00:00,yes,Amazon.com
6817767,https://amazon-c.top,http://www.phishtank.com/phish_detail.php?phish_id=6817767,2020-10-22T05:46:36+00:00,yes,2020-10-22T05:47:59+00:00,yes,Amazon.com
6817761,https://bittrax.me/log/id/,http://www.phishtank.com/phish_detail.php?phish_id=6817761,2020-10-22T05:24:49+00:00,yes,2020-10-22T05:26:12+00:00,yes,Other
6817760,http://smcc-cacc.ffqyw.com,http://www.phishtank.com/phish_detail.php?phish_id=6817760,2020-10-22T05:21:43+00:00,yes,2020-10-22T08:55:57+00:00,yes,Other
6817759,https://amsuwhfa.co.hgdrh.xyz,http://www.phishtank.com/phish_detail.php?phish_id=6817759,2020-10-22T05:12:13+00:00,yes,2020-10-22T06:23:56+00:00,yes,Amazon.com
6817757,http://ffqyw.com/,http://www.phishtank.com/phish_detail.php?phish_id=6817757,2020-10-22T05:06:09+00:00,yes,2020-10-22T08:54:29+00:00,yes,Other
6817752,https://paypalservicesharesupport.com/?sign,http://www.phishtank.com/phish_detail.php?phish_id=6817752,2020-10-22T04:49:52+00:00,yes,2020-10-22T04:53:14+00:00,yes,PayPal
6817751,https://www.amazon.111f7k.top/,http://www.phishtank.com/phish_detail.php?phish_id=6817751,2020-10-22T04:48:44+00:00,yes,2020-10-22T04:53:14+00:00,yes,Amazon.com
6817750,https://www.amazzoncojp.top/,http://www.phishtank.com/phish_detail.php?phish_id=6817750,2020-10-22T04:45:42+00:00,yes,2020-10-22T04:48:10+00:00,yes,Amazon.com
6817743,https://reaccessontoonlinevhost122805.lowhost.ru/fibank/account/,http://www.phishtank.com/phish_detail.php?phish_id=6817743,2020-10-22T04:42:24+00:00,yes,2020-10-22T04:47:26+00:00,yes,"Fifth Third Bank"
6817730,https://interntbakiingdbssg.com/,http://www.phishtank.com/phish_detail.php?phish_id=6817730,2020-10-22T04:13:54+00:00,yes,2020-10-22T04:24:13+00:00,yes,"Development Bank of Singapore"
6817726,http://itau-app.net/inicio.php,http://www.phishtank.com/phish_detail.php?phish_id=6817726,2020-10-22T04:00:27+00:00,yes,2020-10-22T04:03:39+00:00,yes,Other
6817719,"https://secure.runescape.com-as.ru/m=weblogin/loginform441,482,146,71297412,2167",http://www.phishtank.com/phish_detail.php?phish_id=6817719,2020-10-22T03:44:55+00:00,yes,2020-10-22T03:47:37+00:00,yes,Other
6817716,http://smcc-cacc.ffqyw.com/,http://www.phishtank.com/phish_detail.php?phish_id=6817716,2020-10-22T03:42:15+00:00,yes,2020-10-22T06:48:01+00:00,yes,Other
6817711,http://post-i.top/in.html,http://www.phishtank.com/phish_detail.php?phish_id=6817711,2020-10-22T03:30:12+00:00,yes,2020-10-22T05:26:12+00:00,yes,Other
6817710,http://post-i.top/mmi.html,http://www.phishtank.com/phish_detail.php?phish_id=6817710,2020-10-22T03:29:27+00:00,yes,2020-10-22T05:23:07+00:00,yes,Other
6817703,"https://secure.runescape.com-as.ru/m=weblogin/loginform621,363,768,94152249,2167",http://www.phishtank.com/phish_detail.php?phish_id=6817703,2020-10-22T03:16:03+00:00,yes,2020-10-22T03:26:20+00:00,yes,Other
6817693,https://yahooatt1.weebly.com/,http://www.phishtank.com/phish_detail.php?phish_id=6817693,2020-10-22T03:01:50+00:00,yes,2020-10-22T03:05:05+00:00,yes,Other
6817691,http://www.avoidsuspension-nowupdate.world/banks/online.lloydsbank.co.uk/mobile,http://www.phishtank.com/phish_detail.php?phish_id=6817691,2020-10-22T03:01:00+00:00,yes,2020-10-22T03:05:05+00:00,yes,Other
6817690,http://vbse.co.in/mircosoftonline,http://www.phishtank.com/phish_detail.php?phish_id=6817690,2020-10-22T03:00:56+00:00,yes,2020-10-22T03:05:05+00:00,yes,Other
6817688,http://u893404y2z.ha004.t.justns.ru/ltreep/vernl,http://www.phishtank.com/phish_detail.php?phish_id=6817688,2020-10-22T03:00:51+00:00,yes,2020-10-22T03:05:05+00:00,yes,Other
6817687,http://themenkreuzfahrten.net/staticpage%20_images/Whats-App/780db,http://www.phishtank.com/phish_detail.php?phish_id=6817687,2020-10-22T03:00:47+00:00,yes,2020-10-22T03:05:05+00:00,yes,Other
6817686,https://www.asesoresdeprestamos.com/netf/Netflix-account%20clean/Netflix-account/6c250b592dc94d4de38a79db4d2b18f2,http://www.phishtank.com/phish_detail.php?phish_id=6817686,2020-10-22T03:00:43+00:00,yes,2020-10-22T03:05:05+00:00,yes,Other
6817684,https://mentoring.beautyforashes.org/4https/163.182.228.936387/sucursalpersonas.transaccionesbancolombia.com/mua,http://www.phishtank.com/phish_detail.php?phish_id=6817684,2020-10-22T03:00:39+00:00,yes,2020-10-22T03:05:05+00:00,yes,Other
6817681,http://etronics4u.com/navy/zrjmdm=/myaccount/emailaccess,http://www.phishtank.com/phish_detail.php?phish_id=6817681,2020-10-22T03:00:30+00:00,yes,2020-10-22T03:05:05+00:00,yes,Other
6817680,http://ecosolarion.com/lk/user/wn2fjyju=/signin?2ed47ac6e3f6f24,http://www.phishtank.com/phish_detail.php?phish_id=6817680,2020-10-22T03:00:27+00:00,yes,2020-10-22T03:05:05+00:00,yes,Other
6817679,http://ecosolarion.com/lk/user/wn2fjyju=,http://www.phishtank.com/phish_detail.php?phish_id=6817679,2020-10-22T03:00:26+00:00,yes,2020-10-22T03:05:05+00:00,yes,Other
6817677,https://www.032youdobashi.top/,http://www.phishtank.com/phish_detail.php?phish_id=6817677,2020-10-22T02:53:03+00:00,yes,2020-10-22T03:05:05+00:00,yes,Other
6817671,http://zakordon.net/wp-content/virtual/34.237.113.1137527/sucursalpersonas.transaccionesbancolombia.com/mua/index.html,http://www.phishtank.com/phish_detail.php?phish_id=6817671,2020-10-22T02:52:12+00:00,yes,2020-10-22T02:57:01+00:00,yes,Other
6817670,http://zakordon.net/wp-content/virtual/,http://www.phishtank.com/phish_detail.php?phish_id=6817670,2020-10-22T02:52:11+00:00,yes,2020-10-22T02:57:01+00:00,yes,Other
6817669,https://zakordon.net/wp-content/virtual/34.237.113.1137803/sucursalpersonas.transaccionesbancolombia.com/mua/index.html,http://www.phishtank.com/phish_detail.php?phish_id=6817669,2020-10-22T02:52:07+00:00,yes,2020-10-22T02:57:01+00:00,yes,Other
6817668,https://zakordon.net/wp-content/virtual/,http://www.phishtank.com/phish_detail.php?phish_id=6817668,2020-10-22T02:52:06+00:00,yes,2020-10-22T02:57:01+00:00,yes,Other
6817656,https://drpshiroma.com/trans/bnp-paribas-ajax/27e66292edd5d61d395967496eb47f49,http://www.phishtank.com/phish_detail.php?phish_id=6817656,2020-10-22T02:13:22+00:00,yes,2020-10-22T02:41:41+00:00,yes,Other
6817657,https://drpshiroma.com/trans/bnp-paribas-ajax/27e66292edd5d61d395967496eb47f49/,http://www.phishtank.com/phish_detail.php?phish_id=6817657,2020-10-22T02:13:22+00:00,yes,2020-10-22T02:41:41+00:00,yes,Other
6817655,https://auth-securitycheck.com/halifax/Login.php,http://www.phishtank.com/phish_detail.php?phish_id=6817655,2020-10-22T02:13:17+00:00,yes,2020-10-22T02:41:41+00:00,yes,Other
6817654,https://response-online.co.uk/halifax,http://www.phishtank.com/phish_detail.php?phish_id=6817654,2020-10-22T02:13:13+00:00,yes,2020-10-22T02:41:41+00:00,yes,Other
6817653,http://whatsappgrupbudi01gaming.serveusers.com/,http://www.phishtank.com/phish_detail.php?phish_id=6817653,2020-10-22T02:13:09+00:00,yes,2020-10-22T02:41:41+00:00,yes,Other
6817652,https://whatsappgrupbudi01gaming.serveusers.com/,http://www.phishtank.com/phish_detail.php?phish_id=6817652,2020-10-22T02:13:04+00:00,yes,2020-10-22T02:41:41+00:00,yes,Other
6817651,http://www.avoidsuspension-nowupdate.world/banks/online.lloydsbank.co.uk/mobile/,http://www.phishtank.com/phish_detail.php?phish_id=6817651,2020-10-22T02:13:00+00:00,yes,2020-10-22T02:41:41+00:00,yes,Other
6817650,https://mail.cryochambercomparison.com/banks/directing/cibc/accountConfirm.php,http://www.phishtank.com/phish_detail.php?phish_id=6817650,2020-10-22T02:12:57+00:00,yes,2020-10-22T02:41:41+00:00,yes,Other
6817649,https://mail.cryochambercomparison.com/banks/directing/scotiabank/index.html,http://www.phishtank.com/phish_detail.php?phish_id=6817649,2020-10-22T02:12:53+00:00,yes,2020-10-22T02:41:41+00:00,yes,Other
6817648,https://mail.cryochambercomparison.com/banks/directing/desjardins/questions.php,http://www.phishtank.com/phish_detail.php?phish_id=6817648,2020-10-22T02:12:48+00:00,yes,2020-10-22T02:41:41+00:00,yes,Other
6817647,http://etronics4u.com/navy/zrjmdm=/myaccount/emailaccess/,http://www.phishtank.com/phish_detail.php?phish_id=6817647,2020-10-22T02:12:44+00:00,yes,2020-10-22T02:41:41+00:00,yes,Other
6817646,https://mail.cryochambercomparison.com/banks/directing/desjardins/questions.php?domaineVirtuel=desjardins&amp;langueCible=fr,http://www.phishtank.com/phish_detail.php?phish_id=6817646,2020-10-22T02:12:40+00:00,yes,2020-10-22T02:41:41+00:00,yes,Other
6817645,https://mail.cryochambercomparison.com/banks/directing/desjardins/indentification.php?domaineVirtuel=desjardins&amp;langueCible=fr,http://www.phishtank.com/phish_detail.php?phish_id=6817645,2020-10-22T02:12:32+00:00,yes,2020-10-22T02:41:41+00:00,yes,Other
6817644,https://response-online.co.uk/halifax/Login.php,http://www.phishtank.com/phish_detail.php?phish_id=6817644,2020-10-22T02:12:28+00:00,yes,2020-10-22T02:41:41+00:00,yes,Other
6817643,https://bfilters.com.br/wp-admin/js/well/u.php?l=DHl-dTracking_=_JeHFUq_VJOXK0QWHtoGYDw=_JeHFUq_VJOXK0QWHtoGYDw=_JeHFUq_VJOXK0QWHto=,http://www.phishtank.com/phish_detail.php?phish_id=6817643,2020-10-22T02:12:24+00:00,yes,2020-10-22T02:41:41+00:00,yes,Other
6817642,https://cryochambercomparison.com/banks/directing/desjardins/indentification.php,http://www.phishtank.com/phish_detail.php?phish_id=6817642,2020-10-22T02:12:20+00:00,yes,2020-10-22T02:41:41+00:00,yes,Other
6817641,https://cryochambercomparison.com/banks/directing/desjardins/questions.php,http://www.phishtank.com/phish_detail.php?phish_id=6817641,2020-10-22T02:12:16+00:00,yes,2020-10-22T02:40:57+00:00,yes,Other
6817640,https://cryochambercomparison.com/banks/directing/desjardins/questions.php?domaineVirtuel=desjardins&amp;langueCible=fr,http://www.phishtank.com/phish_detail.php?phish_id=6817640,2020-10-22T02:12:12+00:00,yes,2020-10-22T02:40:57+00:00,yes,Other
6817639,https://cryochambercomparison.com/banks/directing/desjardins/indentification.php?domaineVirtuel=desjardins&amp;langueCible=fr,http://www.phishtank.com/phish_detail.php?phish_id=6817639,2020-10-22T02:12:08+00:00,yes,2020-10-22T02:40:57+00:00,yes,Other
6817637,http://mail.avoidsuspension-nowupdate.world/banks/online.lloydsbank.co.uk/mobile,http://www.phishtank.com/phish_detail.php?phish_id=6817637,2020-10-22T02:12:04+00:00,yes,2020-10-22T02:32:11+00:00,yes,Other
6817638,http://mail.avoidsuspension-nowupdate.world/banks/online.lloydsbank.co.uk/mobile/,http://www.phishtank.com/phish_detail.php?phish_id=6817638,2020-10-22T02:12:04+00:00,yes,2020-10-22T02:32:11+00:00,yes,Other
6817636,https://sonicsonyrakuten.xyz/pc,http://www.phishtank.com/phish_detail.php?phish_id=6817636,2020-10-22T02:11:59+00:00,yes,2020-10-22T02:32:11+00:00,yes,Other
6817635,https://verify-suspicious-activity.ltd/Login.php?sessionID=86mrAM6yT3Kve83IS6B5PHmqrOpSQ32ca23osIbvu7VDJUmyz0FFmbEltwDFZjXNFYpETpB8qTkOJVlMHyS6dVONAdoINHlDZP4s&amp;error=Login,http://www.phishtank.com/phish_detail.php?phish_id=6817635,2020-10-22T02:11:55+00:00,yes,2020-10-22T02:32:12+00:00,yes,Other
6817634,https://verify-suspicious-activity.ltd/Login.php?sessionID=eq1XxbfbyJ6v7DWCXozaDaoPerxQJKNt78WxfbZJ3O9ax0BzRFJUmEeWTMH2W9QBgpnyycXDF1B37ZnJugx6rIR4krO0QoPYxPbM&amp;error=Login,http://www.phishtank.com/phish_detail.php?phish_id=6817634,2020-10-22T02:11:51+00:00,yes,2020-10-22T02:32:12+00:00,yes,Other
6817632,https://www.paypal.com.codehubgh.com/,http://www.phishtank.com/phish_detail.php?phish_id=6817632,2020-10-22T02:11:43+00:00,yes,2020-10-22T02:32:12+00:00,yes,Other
6817629,http://sacharq.com/p/gs/schwab/home/login.php?cmd=login_submit&amp;id=7d0f055f73b4327892b45ea0797ed6197d0f055f73b4327892b45ea0797ed619&amp;session=7d0f055f73b4327892b45ea0797ed6197d0f055f73b4327892b45ea0797ed619,http://www.phishtank.com/phish_detail.php?phish_id=6817629,2020-10-22T02:11:32+00:00,yes,2020-10-22T02:32:12+00:00,yes,Other
6817628,http://alliantmexico.com/wf_/savings-cds,http://www.phishtank.com/phish_detail.php?phish_id=6817628,2020-10-22T02:11:27+00:00,yes,2020-10-22T02:32:12+00:00,yes,Other
6817627,http://ding599a794ae1d6308135c2f4657eb6378f.fumasoft.com/mailhtml/80e49caa48b34bfea07e92524a4b307d/fuma_mimepart_0.html,http://www.phishtank.com/phish_detail.php?phish_id=6817627,2020-10-22T02:11:21+00:00,yes,2020-10-22T02:32:12+00:00,yes,Other
6817626,https://aegiss.co.uk/d2/login.php?cmd=login_submit&amp;id=15c14d08284b0addef58c023aaf46d6615c14d08284b0addef58c023aaf46d66&amp;session=15c14d08284b0addef58c023aaf46d6615c14d08284b0addef58c023aaf46d66,http://www.phishtank.com/phish_detail.php?phish_id=6817626,2020-10-22T02:11:17+00:00,yes,2020-10-22T02:32:12+00:00,yes,Other
6817625,http://info.alliantmexico.com/wf_/savings-cds,http://www.phishtank.com/phish_detail.php?phish_id=6817625,2020-10-22T02:11:12+00:00,yes,2020-10-22T02:32:12+00:00,yes,Other
6817624,https://www.lloyds.fraudpaymentalert.com/Login.php,http://www.phishtank.com/phish_detail.php?phish_id=6817624,2020-10-22T02:11:08+00:00,yes,2020-10-22T02:32:12+00:00,yes,Other
6817621,http://gifvideos.in/assets/class/535ff9c30be1dda9df6d38acb30db840/page.php?rand=13InboxLightaspxn.1774256418&amp;fid.4.1252899642&amp;fid=1&amp;fav.1&amp;rand.13InboxLight.aspxn.1774256418&amp;fid.1252899642&amp;fid.1&amp;fav.1&amp;email=aW5mb0BwZWNoa2EuY29t&amp;.rand=13InboxLight.aspx?n=1774256418&amp;fid=4&amp;lname=&amp;fname=#n=1252899642&amp;fid=1&amp;fav=1,http://www.phishtank.com/phish_detail.php?phish_id=6817621,2020-10-22T02:11:00+00:00,yes,2020-10-22T02:32:12+00:00,yes,Other
6817620,http://themenkreuzfahrten.net/staticpage%20_images/Whats-App/780db/,http://www.phishtank.com/phish_detail.php?phish_id=6817620,2020-10-22T02:10:56+00:00,yes,2020-10-22T02:32:12+00:00,yes,Other
6817618,https://sac24horas.com/network/itau/app,http://www.phishtank.com/phish_detail.php?phish_id=6817618,2020-10-22T02:10:52+00:00,yes,2020-10-22T02:32:12+00:00,yes,Other
