,url,phish_detail_url,submission_time,verified,verification_time,online,target
106,https://gabbit53.com/https.connect.xfinity.com.appsuite.app.io.ox.mail.folder.default.INBOX.https.connect.xfinity.com.appsuite.app.io.ox.mail.folder.default.INBOX/,http://www.phishtank.com/phish_detail.php?phish_id=6800456,2020-10-08T02:04:02+00:00,yes,2020-10-08T02:46:30+00:00,yes,Other
107,https://gabbit53.com/https.connect.xfinity.com.appsuite.app.io.ox.mail.folder.default.INBOX.https.connect.xfinity.com.appsuite.app.io.ox.mail.folder.default.INBOX,http://www.phishtank.com/phish_detail.php?phish_id=6800455,2020-10-08T02:04:01+00:00,yes,2020-10-08T02:46:30+00:00,yes,Other
108,"http://cbsujavrh.ts.r.appspot.com/c:/users/user/downiohttps,phishing,openphish.com",http://www.phishtank.com/phish_detail.php?phish_id=6800454,2020-10-08T02:03:57+00:00,yes,2020-10-08T02:45:03+00:00,yes,Other
109,https://www.nortiainteriors.com.au/wp-content/plugins/fresco-master/js/d3cf04d2c1b550cb54be7dd8335c7025/way.php,http://www.phishtank.com/phish_detail.php?phish_id=6800453,2020-10-08T02:03:52+00:00,yes,2020-10-08T02:44:19+00:00,yes,Other
110,http://cleanbee.buzz/dakfs/wp-images/daum/daum,http://www.phishtank.com/phish_detail.php?phish_id=6800451,2020-10-08T02:03:49+00:00,yes,2020-10-08T02:42:52+00:00,yes,Other
111,http://cleanbee.buzz/dakfs/wp-images/daum/daum/,http://www.phishtank.com/phish_detail.php?phish_id=6800452,2020-10-08T02:03:49+00:00,yes,2020-10-08T02:42:52+00:00,yes,Other
112,https://nbavoice.com/wp-includes/Depp.ssl/ef470df30/signin.php,http://www.phishtank.com/phish_detail.php?phish_id=6800450,2020-10-08T02:03:45+00:00,yes,2020-10-08T02:42:08+00:00,yes,Other
113,https://nbavoice.com/wp-includes/Depp.ssl/ef470df30/signin.php?session=3D36=,http://www.phishtank.com/phish_detail.php?phish_id=6800449,2020-10-08T02:03:40+00:00,yes,2020-10-08T02:41:24+00:00,yes,Other
114,https://nbavoice.com/wp-includes/Depp.ssl/ef470df30/signin.php?session=3D38=,http://www.phishtank.com/phish_detail.php?phish_id=6800448,2020-10-08T02:03:37+00:00,yes,2020-10-08T02:41:24+00:00,yes,Other
115,https://nbavoice.com/wp-includes/Depp.ssl/ef470df30/myaccount.php,http://www.phishtank.com/phish_detail.php?phish_id=6800447,2020-10-08T02:03:33+00:00,yes,2020-10-08T02:41:24+00:00,yes,Other
116,https://nbavoice.com/wp-includes/Depp.ssl/d3f8e68ed/signin.php?session=383761633431,http://www.phishtank.com/phish_detail.php?phish_id=6800446,2020-10-08T02:03:29+00:00,yes,2020-10-08T02:41:24+00:00,yes,Other
117,https://nbavoice.com/wp-includes/Depp.ssl/d3f8e68ed/signin.php?session=323438356532,http://www.phishtank.com/phish_detail.php?phish_id=6800445,2020-10-08T02:03:25+00:00,yes,2020-10-08T02:41:24+00:00,yes,Other
118,https://nbavoice.com/wp-includes/Depp.ssl/d3f8e68ed/signin.php?session=3D32=,http://www.phishtank.com/phish_detail.php?phish_id=6800444,2020-10-08T02:03:21+00:00,yes,2020-10-08T02:41:24+00:00,yes,Other
119,https://nbavoice.com/wp-includes/Depp.ssl/ef470df30/signin.php?session=343930336165,http://www.phishtank.com/phish_detail.php?phish_id=6800443,2020-10-08T02:03:17+00:00,yes,2020-10-08T02:41:24+00:00,yes,Other
120,http://teleglobalsecurity.it/RBC/archive/1.royalbank.html,http://www.phishtank.com/phish_detail.php?phish_id=6800442,2020-10-08T02:03:13+00:00,yes,2020-10-08T02:41:24+00:00,yes,Other
121,https://events-sa.co.za/wp-admin/amxtrbfjeurkk/senmsjd/awnsjere/axttubbn/sett.php?cmd=login_submit&amp;id=cb26eaef37a658c6ddcecb3fb280eaeccb26eaef37a658c6ddcecb3fb280eaec&amp;session=cb26eaef37a658c6ddcecb3fb280eaeccb26eaef37a658c6ddcecb3fb280eaec,http://www.phishtank.com/phish_detail.php?phish_id=6800441,2020-10-08T02:03:06+00:00,yes,2020-10-08T02:39:56+00:00,yes,Other
122,http://build2.health-volunteer.com/nextVRF.html,http://www.phishtank.com/phish_detail.php?phish_id=6800440,2020-10-08T02:03:02+00:00,yes,2020-10-08T02:38:29+00:00,yes,Other
123,http://halifax.mypayee-auth.link/,http://www.phishtank.com/phish_detail.php?phish_id=6800438,2020-10-08T02:02:57+00:00,yes,2020-10-08T02:37:45+00:00,yes,Other
